"Behoerde","Delikt","Monat","bekanntgewordeneFaelle","davonVersuche","Aufklaerungsquote","longitude","latitude"
"Hagen","Delikte der Straßenkriminalität","Oktober 2014",383,15,26.89,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",1,NA,100,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",2,NA,50,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",2,NA,100,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",4,NA,50,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",2,NA,100,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",2,NA,50,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",5,NA,80,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",2,NA,50,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",NA,NA,0,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",2,NA,100,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",4,1,100,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",3,NA,66.67,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",3,1,66.67,7.473296,51.3582945
"Hagen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",1,NA,100,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",2,NA,0,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",7,NA,42.86,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",9,2,44.44,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",10,1,30,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",2,NA,0,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",4,1,75,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",6,2,33.33,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",4,NA,50,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",7,3,42.86,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",9,2,66.67,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",7,2,28.57,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",14,1,57.14,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",8,1,12.5,7.473296,51.3582945
"Hagen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",3,1,100,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",14,5,71.43,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",17,1,64.71,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",8,2,87.5,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",23,1,73.91,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",17,1,88.24,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",11,NA,81.82,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",25,5,84,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",8,1,62.5,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",16,NA,75,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",20,1,75,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",12,NA,100,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",25,3,80,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",16,5,75,7.473296,51.3582945
"Hagen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",15,1,100,7.473296,51.3582945
"Hagen","Taschendiebstahl","Oktober 2019",45,NA,4.44,7.473296,51.3582945
"Hagen","Taschendiebstahl","September 2019",30,NA,6.67,7.473296,51.3582945
"Hagen","Taschendiebstahl","August 2019",49,1,4.08,7.473296,51.3582945
"Hagen","Taschendiebstahl","Juli 2019",64,2,3.13,7.473296,51.3582945
"Hagen","Taschendiebstahl","Juni 2019",54,NA,0,7.473296,51.3582945
"Hagen","Taschendiebstahl","Mai 2019",57,1,0,7.473296,51.3582945
"Hagen","Taschendiebstahl","April 2019",76,1,2.63,7.473296,51.3582945
"Hagen","Taschendiebstahl","März 2019",51,NA,1.96,7.473296,51.3582945
"Hagen","Taschendiebstahl","Februar 2019",51,1,7.84,7.473296,51.3582945
"Hagen","Taschendiebstahl","Januar 2019",87,1,4.6,7.473296,51.3582945
"Hagen","Taschendiebstahl","Dezember 2018",54,NA,3.7,7.473296,51.3582945
"Hagen","Taschendiebstahl","November 2018",52,NA,9.62,7.473296,51.3582945
"Hagen","Taschendiebstahl","Oktober 2018",54,NA,1.85,7.473296,51.3582945
"Hagen","Taschendiebstahl","Oktober 2014",46,NA,2.17,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Oktober 2019",18,NA,0,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","September 2019",13,1,23.08,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","August 2019",29,NA,0,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Juli 2019",22,NA,4.55,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Juni 2019",13,NA,7.69,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Mai 2019",13,1,23.08,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","April 2019",8,NA,12.5,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","März 2019",9,NA,0,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Februar 2019",4,1,25,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Januar 2019",6,NA,33.33,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Dezember 2018",8,NA,37.5,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","November 2018",28,NA,14.29,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Oktober 2018",32,NA,3.13,7.473296,51.3582945
"Hagen","Diebstahl von Fahrrädern","Oktober 2014",22,1,36.36,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Oktober 2019",53,10,81.13,7.473296,51.3582945
"Hagen","Gewaltkriminalität","September 2019",51,5,70.59,7.473296,51.3582945
"Hagen","Gewaltkriminalität","August 2019",46,8,69.57,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Juli 2019",60,5,71.67,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Juni 2019",42,3,80.95,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Mai 2019",37,5,64.86,7.473296,51.3582945
"Hagen","Gewaltkriminalität","April 2019",60,14,73.33,7.473296,51.3582945
"Hagen","Gewaltkriminalität","März 2019",41,6,73.17,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Februar 2019",45,7,80,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Januar 2019",54,8,77.78,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Dezember 2018",52,11,82.69,7.473296,51.3582945
"Hagen","Gewaltkriminalität","November 2018",76,11,76.32,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Oktober 2018",46,10,67.39,7.473296,51.3582945
"Hagen","Gewaltkriminalität","Oktober 2014",43,4,81.4,7.473296,51.3582945
"Hamm","Einbruchdelikte","Oktober 2019",44,19,22.73,7.815197,51.6804093
"Hamm","Einbruchdelikte","September 2019",31,18,3.23,7.815197,51.6804093
"Hamm","Einbruchdelikte","August 2019",31,5,9.68,7.815197,51.6804093
"Hamm","Einbruchdelikte","Juli 2019",102,52,6.86,7.815197,51.6804093
"Hamm","Einbruchdelikte","Juni 2019",8,4,12.5,7.815197,51.6804093
"Hamm","Einbruchdelikte","Mai 2019",48,16,25,7.815197,51.6804093
"Hamm","Einbruchdelikte","April 2019",32,12,15.62,7.815197,51.6804093
"Hamm","Einbruchdelikte","März 2019",61,19,6.56,7.815197,51.6804093
"Hamm","Einbruchdelikte","Februar 2019",79,36,6.33,7.815197,51.6804093
"Hamm","Einbruchdelikte","Januar 2019",79,16,10.13,7.815197,51.6804093
"Hamm","Einbruchdelikte","Dezember 2018",60,16,15,7.815197,51.6804093
"Hamm","Einbruchdelikte","November 2018",36,13,22.22,7.815197,51.6804093
"Hamm","Einbruchdelikte","Oktober 2018",28,11,17.86,7.815197,51.6804093
"Hamm","Einbruchdelikte","Oktober 2014",59,22,5.08,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Oktober 2019",10,3,60,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","September 2019",21,17,0,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","August 2019",11,3,9.09,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Juli 2019",52,35,3.85,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Juni 2019",2,1,0,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Mai 2019",28,10,32.14,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","April 2019",5,1,40,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","März 2019",23,9,8.7,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Februar 2019",51,26,1.96,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Januar 2019",37,4,10.81,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Dezember 2018",7,3,28.57,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","November 2018",17,9,23.53,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Oktober 2018",12,6,8.33,7.815197,51.6804093
"Hamm","Wohnungseinbruchdiebstahl","Oktober 2014",23,10,8.7,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Oktober 2019",2,NA,50,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","September 2019",1,1,0,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","August 2019",2,NA,0,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Juli 2019",13,5,15.38,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Juni 2019",NA,NA,0,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Mai 2019",11,7,36.36,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","April 2019",2,NA,0,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","März 2019",9,2,11.11,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Februar 2019",20,10,0,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Januar 2019",22,3,4.55,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Dezember 2018",3,NA,33.33,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","November 2018",4,2,50,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Oktober 2018",5,2,20,7.815197,51.6804093
"Hamm","Tageswohnungs-einbruchdiebstahl","Oktober 2014",9,4,0,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Oktober 2019",330,23,13.03,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","September 2019",256,16,13.67,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","August 2019",338,36,18.34,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Juli 2019",578,62,11.07,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Juni 2019",178,12,17.98,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Mai 2019",331,83,29.61,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","April 2019",318,26,9.12,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","März 2019",263,18,14.45,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Februar 2019",255,26,18.43,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Januar 2019",306,23,20.26,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Dezember 2018",316,49,18.67,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","November 2018",336,32,19.94,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Oktober 2018",316,15,24.05,7.815197,51.6804093
"Hamm","Delikte der Straßenkriminalität","Oktober 2014",345,25,10.72,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",4,NA,75,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",1,NA,0,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",1,NA,0,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",2,1,0,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",3,1,33.33,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",3,1,100,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",3,NA,100,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",3,NA,100,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",1,NA,100,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",2,NA,100,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",4,NA,75,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",3,1,66.67,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",4,NA,100,7.815197,51.6804093
"Hamm","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",2,1,100,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",2,1,50,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",1,NA,100,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",3,1,0,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",5,1,20,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",2,NA,0,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",1,NA,0,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",1,1,0,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",3,1,66.67,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",2,NA,50,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",3,NA,33.33,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",1,1,100,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",7,1,28.57,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",1,NA,0,7.815197,51.6804093
"Hamm","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",4,1,50,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",12,1,75,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",12,NA,58.33,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",14,2,71.43,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",16,3,75,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",11,1,63.64,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",17,2,82.35,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",12,NA,83.33,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",10,2,90,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",9,NA,77.78,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",18,2,77.78,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",23,3,73.91,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",16,4,81.25,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",16,2,87.5,7.815197,51.6804093
"Hamm","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",12,2,75,7.815197,51.6804093
"Hamm","Taschendiebstahl","Oktober 2019",21,NA,9.52,7.815197,51.6804093
"Hamm","Taschendiebstahl","September 2019",23,1,8.7,7.815197,51.6804093
"Hamm","Taschendiebstahl","August 2019",10,NA,0,7.815197,51.6804093
"Hamm","Taschendiebstahl","Juli 2019",31,NA,3.23,7.815197,51.6804093
"Hamm","Taschendiebstahl","Juni 2019",15,NA,6.67,7.815197,51.6804093
"Hamm","Taschendiebstahl","Mai 2019",16,NA,0,7.815197,51.6804093
"Hamm","Taschendiebstahl","April 2019",30,1,6.67,7.815197,51.6804093
"Hamm","Taschendiebstahl","März 2019",33,1,9.09,7.815197,51.6804093
"Hamm","Taschendiebstahl","Februar 2019",26,NA,7.69,7.815197,51.6804093
"Hamm","Taschendiebstahl","Januar 2019",26,NA,0,7.815197,51.6804093
"Hamm","Taschendiebstahl","Dezember 2018",26,NA,0,7.815197,51.6804093
"Hamm","Taschendiebstahl","November 2018",21,NA,0,7.815197,51.6804093
"Hamm","Taschendiebstahl","Oktober 2018",18,NA,0,7.815197,51.6804093
"Hamm","Taschendiebstahl","Oktober 2014",26,NA,0,7.815197,51.6804093
"Hamm","Diebstahl von Fahrrädern","Oktober 2019",88,3,7.95,7.815197,51.6804093
