"Behoerde","Delikt","Monat","bekanntgewordeneFaelle","davonVersuche","Aufklaerungsquote","longitude","latitude"
"Essen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",25,6,40,7.0115552,51.4556432
"Essen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",32,4,28.13,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",47,6,74.47,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",41,5,65.85,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",48,6,58.33,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",68,6,77.94,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",38,12,84.21,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",31,2,80.65,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",30,5,83.33,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",39,5,82.05,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",38,5,78.95,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",48,6,68.75,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",41,6,80.49,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",37,8,86.49,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",43,2,65.12,7.0115552,51.4556432
"Essen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",40,9,80,7.0115552,51.4556432
"Essen","Taschendiebstahl","Oktober 2019",132,7,4.55,7.0115552,51.4556432
"Essen","Taschendiebstahl","September 2019",115,2,2.61,7.0115552,51.4556432
"Essen","Taschendiebstahl","August 2019",104,1,0.96,7.0115552,51.4556432
"Essen","Taschendiebstahl","Juli 2019",169,2,2.96,7.0115552,51.4556432
"Essen","Taschendiebstahl","Juni 2019",91,8,10.99,7.0115552,51.4556432
"Essen","Taschendiebstahl","Mai 2019",154,7,5.84,7.0115552,51.4556432
"Essen","Taschendiebstahl","April 2019",133,1,3.76,7.0115552,51.4556432
"Essen","Taschendiebstahl","März 2019",157,5,3.18,7.0115552,51.4556432
"Essen","Taschendiebstahl","Februar 2019",160,10,8.13,7.0115552,51.4556432
"Essen","Taschendiebstahl","Januar 2019",124,3,6.45,7.0115552,51.4556432
"Essen","Taschendiebstahl","Dezember 2018",106,1,0,7.0115552,51.4556432
"Essen","Taschendiebstahl","November 2018",159,5,3.77,7.0115552,51.4556432
"Essen","Taschendiebstahl","Oktober 2018",171,3,4.68,7.0115552,51.4556432
"Essen","Taschendiebstahl","Oktober 2014",202,6,3.96,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Oktober 2019",183,14,8.2,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","September 2019",159,9,4.4,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","August 2019",135,5,8.15,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Juli 2019",262,2,4.2,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Juni 2019",100,1,9,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Mai 2019",146,6,6.85,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","April 2019",124,4,6.45,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","März 2019",96,4,6.25,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Februar 2019",142,4,4.23,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Januar 2019",114,NA,6.14,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Dezember 2018",62,2,12.9,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","November 2018",177,4,5.65,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Oktober 2018",160,5,3.75,7.0115552,51.4556432
"Essen","Diebstahl von Fahrrädern","Oktober 2014",403,12,4.22,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Oktober 2019",213,33,73.24,7.0115552,51.4556432
"Essen","Gewaltkriminalität","September 2019",134,18,71.64,7.0115552,51.4556432
"Essen","Gewaltkriminalität","August 2019",189,27,73.54,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Juli 2019",253,41,76.28,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Juni 2019",147,33,74.83,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Mai 2019",159,25,80.5,7.0115552,51.4556432
"Essen","Gewaltkriminalität","April 2019",181,23,71.82,7.0115552,51.4556432
"Essen","Gewaltkriminalität","März 2019",144,18,81.25,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Februar 2019",151,26,78.15,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Januar 2019",206,38,69.9,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Dezember 2018",171,30,78.36,7.0115552,51.4556432
"Essen","Gewaltkriminalität","November 2018",163,29,76.07,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Oktober 2018",196,25,72.45,7.0115552,51.4556432
"Essen","Gewaltkriminalität","Oktober 2014",182,26,68.13,7.0115552,51.4556432
"Gelsenkirchen","Einbruchdelikte","Oktober 2019",77,46,10.39,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","September 2019",72,31,18.06,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","August 2019",102,50,4.9,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Juli 2019",75,25,10.67,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Juni 2019",59,20,15.25,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Mai 2019",93,36,17.2,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","April 2019",119,51,23.53,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","März 2019",116,41,5.17,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Februar 2019",130,66,13.08,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Januar 2019",85,41,4.71,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Dezember 2018",61,27,14.75,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","November 2018",86,33,11.63,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Oktober 2018",73,28,15.07,7.08518875832291,51.5233124
"Gelsenkirchen","Einbruchdelikte","Oktober 2014",236,104,14.83,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Oktober 2019",24,18,16.67,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","September 2019",23,8,21.74,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","August 2019",44,25,6.82,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Juli 2019",31,11,19.35,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Juni 2019",23,6,13.04,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Mai 2019",38,14,7.89,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","April 2019",65,28,40,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","März 2019",60,25,3.33,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Februar 2019",61,35,3.28,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Januar 2019",28,11,7.14,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Dezember 2018",10,6,30,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","November 2018",47,22,17.02,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Oktober 2018",28,17,28.57,7.08518875832291,51.5233124
"Gelsenkirchen","Wohnungseinbruchdiebstahl","Oktober 2014",68,36,13.24,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Oktober 2019",8,6,25,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","September 2019",4,1,50,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","August 2019",12,7,16.67,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Juli 2019",16,7,12.5,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Juni 2019",10,2,20,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Mai 2019",14,8,7.14,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","April 2019",28,11,57.14,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","März 2019",28,12,0,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Februar 2019",28,11,3.57,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Januar 2019",11,2,9.09,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Dezember 2018",5,3,20,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","November 2018",19,13,5.26,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Oktober 2018",6,5,33.33,7.08518875832291,51.5233124
"Gelsenkirchen","Tageswohnungs-einbruchdiebstahl","Oktober 2014",29,15,3.45,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Oktober 2019",539,12,13.54,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","September 2019",512,17,13.67,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","August 2019",511,22,19.77,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Juli 2019",527,36,14.23,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Juni 2019",436,22,13.99,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Mai 2019",507,43,14.99,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","April 2019",442,21,14.25,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","März 2019",570,98,30,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Februar 2019",477,31,15.72,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Januar 2019",477,16,13.63,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Dezember 2018",413,29,14.77,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","November 2018",510,21,9.8,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Oktober 2018",463,29,17.28,7.08518875832291,51.5233124
"Gelsenkirchen","Delikte der Straßenkriminalität","Oktober 2014",687,66,9.17,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",4,NA,75,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",1,NA,100,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",9,1,88.89,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",5,NA,100,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",6,1,83.33,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",3,NA,100,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",5,1,100,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",5,1,60,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",10,NA,80,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",3,NA,100,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",7,NA,85.71,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",3,NA,66.67,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",NA,NA,0,7.08518875832291,51.5233124
"Gelsenkirchen","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",8,1,87.5,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",10,NA,20,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",8,2,37.5,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",3,NA,0,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",10,2,40,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",5,1,20,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",6,NA,16.67,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",1,1,0,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",7,1,14.29,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",15,4,20,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",4,NA,50,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",2,1,50,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",8,1,50,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",9,1,11.11,7.08518875832291,51.5233124
"Gelsenkirchen","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",17,5,29.41,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",24,1,83.33,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",30,3,46.67,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",21,6,80.95,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",40,9,60,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",15,2,66.67,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",24,3,66.67,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",19,1,57.89,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",12,1,66.67,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",22,4,77.27,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",24,NA,62.5,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",19,NA,68.42,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",23,3,39.13,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",19,4,73.68,7.08518875832291,51.5233124
"Gelsenkirchen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",22,3,77.27,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Oktober 2019",171,2,2.92,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","September 2019",121,NA,4.96,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","August 2019",105,4,9.52,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Juli 2019",117,2,5.98,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Juni 2019",110,1,1.82,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Mai 2019",126,5,13.49,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","April 2019",134,2,4.48,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","März 2019",121,4,6.61,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Februar 2019",117,3,11.97,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Januar 2019",128,1,3.13,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Dezember 2018",138,5,11.59,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","November 2018",166,NA,0,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Oktober 2018",129,1,2.33,7.08518875832291,51.5233124
"Gelsenkirchen","Taschendiebstahl","Oktober 2014",103,NA,0.97,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Oktober 2019",97,4,14.43,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","September 2019",80,3,7.5,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","August 2019",51,2,13.73,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Juli 2019",87,1,3.45,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Juni 2019",57,1,36.84,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Mai 2019",53,3,1.89,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","April 2019",55,1,1.82,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","März 2019",50,1,6,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Februar 2019",34,NA,5.88,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Januar 2019",24,1,0,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Dezember 2018",30,1,13.33,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","November 2018",48,2,6.25,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Oktober 2018",57,4,12.28,7.08518875832291,51.5233124
"Gelsenkirchen","Diebstahl von Fahrrädern","Oktober 2014",122,3,12.3,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Oktober 2019",80,8,68.75,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","September 2019",82,9,57.32,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","August 2019",72,15,77.78,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Juli 2019",115,19,73.91,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Juni 2019",47,10,68.09,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Mai 2019",61,6,63.93,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","April 2019",52,13,63.46,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","März 2019",59,10,66.1,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Februar 2019",94,13,63.83,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Januar 2019",71,6,64.79,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Dezember 2018",70,9,74.29,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","November 2018",71,9,63.38,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Oktober 2018",69,13,76.81,7.08518875832291,51.5233124
"Gelsenkirchen","Gewaltkriminalität","Oktober 2014",104,14,69.23,7.08518875832291,51.5233124
"Hagen","Einbruchdelikte","Oktober 2019",62,23,25.81,7.473296,51.3582945
"Hagen","Einbruchdelikte","September 2019",54,24,11.11,7.473296,51.3582945
"Hagen","Einbruchdelikte","August 2019",95,43,37.89,7.473296,51.3582945
"Hagen","Einbruchdelikte","Juli 2019",137,70,13.87,7.473296,51.3582945
"Hagen","Einbruchdelikte","Juni 2019",78,33,14.1,7.473296,51.3582945
"Hagen","Einbruchdelikte","Mai 2019",44,22,13.64,7.473296,51.3582945
"Hagen","Einbruchdelikte","April 2019",68,25,11.76,7.473296,51.3582945
"Hagen","Einbruchdelikte","März 2019",94,29,12.77,7.473296,51.3582945
"Hagen","Einbruchdelikte","Februar 2019",75,37,16,7.473296,51.3582945
"Hagen","Einbruchdelikte","Januar 2019",59,32,15.25,7.473296,51.3582945
"Hagen","Einbruchdelikte","Dezember 2018",64,32,35.94,7.473296,51.3582945
"Hagen","Einbruchdelikte","November 2018",59,22,18.64,7.473296,51.3582945
"Hagen","Einbruchdelikte","Oktober 2018",86,32,25.58,7.473296,51.3582945
"Hagen","Einbruchdelikte","Oktober 2014",113,52,19.47,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Oktober 2019",26,6,42.31,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","September 2019",17,5,11.76,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","August 2019",26,8,42.31,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Juli 2019",38,23,26.32,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Juni 2019",32,19,18.75,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Mai 2019",13,7,23.08,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","April 2019",16,9,18.75,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","März 2019",46,13,8.7,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Februar 2019",28,17,32.14,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Januar 2019",26,18,3.85,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Dezember 2018",19,8,47.37,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","November 2018",16,6,12.5,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Oktober 2018",27,15,14.81,7.473296,51.3582945
"Hagen","Wohnungseinbruchdiebstahl","Oktober 2014",44,20,20.45,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Oktober 2019",2,NA,50,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","September 2019",5,3,20,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","August 2019",4,2,25,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Juli 2019",8,1,25,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Juni 2019",12,6,25,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Mai 2019",5,3,20,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","April 2019",6,2,16.67,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","März 2019",17,1,11.76,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Februar 2019",16,8,18.75,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Januar 2019",6,4,0,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Dezember 2018",11,7,27.27,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","November 2018",9,3,11.11,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Oktober 2018",6,3,50,7.473296,51.3582945
"Hagen","Tageswohnungs-einbruchdiebstahl","Oktober 2014",19,9,21.05,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Oktober 2019",281,17,19.22,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","September 2019",203,9,21.18,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","August 2019",283,15,12.72,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Juli 2019",368,9,15.76,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Juni 2019",258,7,17.83,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Mai 2019",259,20,19.69,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","April 2019",294,9,20.07,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","März 2019",310,12,23.23,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Februar 2019",397,17,31.23,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Januar 2019",264,14,20.08,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Dezember 2018",220,5,19.55,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","November 2018",362,16,36.19,7.473296,51.3582945
"Hagen","Delikte der Straßenkriminalität","Oktober 2018",313,19,17.25,7.473296,51.3582945
